"Year_Month","Branch","avg_rating","Year","Month"
"2010-10","Disneyland_California",4.6,2010,10
"2010-11","Disneyland_California",5,2010,11
"2010-12","Disneyland_California",4.66666666666667,2010,12
"2010-5","Disneyland_California",5,2010,5
"2010-6","Disneyland_California",5,2010,6
"2010-7","Disneyland_California",5,2010,7
"2010-8","Disneyland_California",3,2010,8
"2010-9","Disneyland_California",5,2010,9
"2011-1","Disneyland_California",4.77777777777778,2011,1
"2011-10","Disneyland_California",4.45,2011,10
"2011-11","Disneyland_California",4.68571428571429,2011,11
"2011-12","Disneyland_California",4.59493670886076,2011,12
"2011-2","Disneyland_California",4.33333333333333,2011,2
"2011-3","Disneyland_California",4.75,2011,3
"2011-4","Disneyland_California",4.53333333333333,2011,4
"2011-5","Disneyland_California",4.5,2011,5
"2011-6","Disneyland_California",4.82352941176471,2011,6
"2011-7","Disneyland_California",4.15,2011,7
"2011-8","Disneyland_California",4.56666666666667,2011,8
"2011-9","Disneyland_California",4.75,2011,9
"2012-1","Disneyland_California",4.47916666666667,2012,1
"2012-10","Disneyland_California",4.66666666666667,2012,10
"2012-11","Disneyland_California",4.33333333333333,2012,11
"2012-12","Disneyland_California",4.35294117647059,2012,12
"2012-2","Disneyland_California",4.66666666666667,2012,2
"2012-3","Disneyland_California",4.7,2012,3
"2012-4","Disneyland_California",4.64912280701754,2012,4
"2012-5","Disneyland_California",4.57534246575342,2012,5
"2012-6","Disneyland_California",4.43333333333333,2012,6
"2012-7","Disneyland_California",4.53030303030303,2012,7
"2012-8","Disneyland_California",4.48333333333333,2012,8
"2012-9","Disneyland_California",4.64583333333333,2012,9
"2013-1","Disneyland_California",4.57692307692308,2013,1
"2013-10","Disneyland_California",4.51041666666667,2013,10
"2013-11","Disneyland_California",4.51020408163265,2013,11
"2013-12","Disneyland_California",4.2258064516129,2013,12
"2013-2","Disneyland_California",4.30232558139535,2013,2
"2013-3","Disneyland_California",4.57575757575758,2013,3
"2013-4","Disneyland_California",4.5,2013,4
"2013-5","Disneyland_California",4.32432432432432,2013,5
"2013-6","Disneyland_California",4.5625,2013,6
"2013-7","Disneyland_California",4.42222222222222,2013,7
"2013-8","Disneyland_California",4.5959595959596,2013,8
"2013-9","Disneyland_California",4.59405940594059,2013,9
"2014-1","Disneyland_California",4.51612903225806,2014,1
"2014-10","Disneyland_California",4.43298969072165,2014,10
"2014-11","Disneyland_California",4.68055555555556,2014,11
"2014-12","Disneyland_California",4.40776699029126,2014,12
"2014-2","Disneyland_California",4.21951219512195,2014,2
"2014-3","Disneyland_California",4.37931034482759,2014,3
"2014-4","Disneyland_California",4.39189189189189,2014,4
"2014-5","Disneyland_California",4.15476190476191,2014,5
"2014-6","Disneyland_California",4.55555555555556,2014,6
"2014-7","Disneyland_California",4.5,2014,7
"2014-8","Disneyland_California",4.58823529411765,2014,8
"2014-9","Disneyland_California",4.66666666666667,2014,9
"2015-1","Disneyland_California",4.48333333333333,2015,1
"2015-10","Disneyland_California",4.27472527472527,2015,10
"2015-11","Disneyland_California",4.65822784810127,2015,11
"2015-12","Disneyland_California",4.30097087378641,2015,12
"2015-2","Disneyland_California",4.44067796610169,2015,2
"2015-3","Disneyland_California",4.41333333333333,2015,3
"2015-4","Disneyland_California",4.625,2015,4
"2015-5","Disneyland_California",4.45631067961165,2015,5
"2015-6","Disneyland_California",4.36274509803922,2015,6
"2015-7","Disneyland_California",4.34645669291339,2015,7
"2015-8","Disneyland_California",4.49677419354839,2015,8
"2015-9","Disneyland_California",4.53731343283582,2015,9
"2016-1","Disneyland_California",4.28767123287671,2016,1
"2016-10","Disneyland_California",4.1588785046729,2016,10
"2016-11","Disneyland_California",4.64788732394366,2016,11
"2016-12","Disneyland_California",4.25609756097561,2016,12
"2016-2","Disneyland_California",4.40983606557377,2016,2
"2016-3","Disneyland_California",4.17142857142857,2016,3
"2016-4","Disneyland_California",4.28735632183908,2016,4
"2016-5","Disneyland_California",4.43037974683544,2016,5
"2016-6","Disneyland_California",4.51315789473684,2016,6
"2016-7","Disneyland_California",4.41463414634146,2016,7
"2016-8","Disneyland_California",4.39090909090909,2016,8
"2016-9","Disneyland_California",4.5982905982906,2016,9
"2017-1","Disneyland_California",4.2972972972973,2017,1
"2017-10","Disneyland_California",4.2967032967033,2017,10
"2017-11","Disneyland_California",4.26086956521739,2017,11
"2017-12","Disneyland_California",4.38461538461539,2017,12
"2017-2","Disneyland_California",4.20754716981132,2017,2
"2017-3","Disneyland_California",4.25,2017,3
"2017-4","Disneyland_California",4.41176470588235,2017,4
"2017-5","Disneyland_California",4.35294117647059,2017,5
"2017-6","Disneyland_California",4.35593220338983,2017,6
"2017-7","Disneyland_California",4.453125,2017,7
"2017-8","Disneyland_California",4.4375,2017,8
"2017-9","Disneyland_California",4.28813559322034,2017,9
"2018-1","Disneyland_California",4.1,2018,1
"2018-10","Disneyland_California",3.75,2018,10
"2018-11","Disneyland_California",4.14705882352941,2018,11
"2018-12","Disneyland_California",4.2972972972973,2018,12
"2018-2","Disneyland_California",4.44,2018,2
"2018-3","Disneyland_California",4.05,2018,3
"2018-4","Disneyland_California",4.32758620689655,2018,4
"2018-5","Disneyland_California",4.19607843137255,2018,5
"2018-6","Disneyland_California",4.37777777777778,2018,6
"2018-7","Disneyland_California",4.25675675675676,2018,7
"2018-8","Disneyland_California",4.40677966101695,2018,8
"2018-9","Disneyland_California",4.47826086956522,2018,9
"2019-1","Disneyland_California",4.125,2019,1
"2019-2","Disneyland_California",4.17391304347826,2019,2
"2019-3","Disneyland_California",4.17647058823529,2019,3
"2019-4","Disneyland_California",4.38888888888889,2019,4
"2019-5","Disneyland_California",4,2019,5
"2010-10","Disneyland_HongKong",4.5,2010,10
"2010-11","Disneyland_HongKong",3.66666666666667,2010,11
"2010-12","Disneyland_HongKong",3.5625,2010,12
"2010-3","Disneyland_HongKong",4,2010,3
"2010-5","Disneyland_HongKong",2,2010,5
"2010-9","Disneyland_HongKong",5,2010,9
"2011-1","Disneyland_HongKong",4.625,2011,1
"2011-10","Disneyland_HongKong",4.10526315789474,2011,10
"2011-11","Disneyland_HongKong",4.18333333333333,2011,11
"2011-12","Disneyland_HongKong",4.11904761904762,2011,12
"2011-2","Disneyland_HongKong",3.9,2011,2
"2011-3","Disneyland_HongKong",4.46153846153846,2011,3
"2011-4","Disneyland_HongKong",4.1875,2011,4
"2011-5","Disneyland_HongKong",4.21212121212121,2011,5
"2011-6","Disneyland_HongKong",4.32258064516129,2011,6
"2011-7","Disneyland_HongKong",4.08333333333333,2011,7
"2011-8","Disneyland_HongKong",3.39285714285714,2011,8
"2011-9","Disneyland_HongKong",4.18181818181818,2011,9
"2012-1","Disneyland_HongKong",3.66666666666667,2012,1
"2012-10","Disneyland_HongKong",4.25423728813559,2012,10
"2012-11","Disneyland_HongKong",4.27777777777778,2012,11
"2012-12","Disneyland_HongKong",4.16049382716049,2012,12
"2012-2","Disneyland_HongKong",4.31372549019608,2012,2
"2012-3","Disneyland_HongKong",4.0983606557377,2012,3
"2012-4","Disneyland_HongKong",3.91228070175439,2012,4
"2012-5","Disneyland_HongKong",4.18518518518519,2012,5
"2012-6","Disneyland_HongKong",4.24074074074074,2012,6
"2012-7","Disneyland_HongKong",4.08510638297872,2012,7
"2012-8","Disneyland_HongKong",3.64705882352941,2012,8
"2012-9","Disneyland_HongKong",4.19047619047619,2012,9
"2013-1","Disneyland_HongKong",4.2741935483871,2013,1
"2013-10","Disneyland_HongKong",4.21333333333333,2013,10
"2013-11","Disneyland_HongKong",4.20833333333333,2013,11
"2013-12","Disneyland_HongKong",4.30851063829787,2013,12
"2013-2","Disneyland_HongKong",4.2280701754386,2013,2
"2013-3","Disneyland_HongKong",4.41891891891892,2013,3
"2013-4","Disneyland_HongKong",4.09756097560976,2013,4
"2013-5","Disneyland_HongKong",4.41666666666667,2013,5
"2013-6","Disneyland_HongKong",4.27142857142857,2013,6
"2013-7","Disneyland_HongKong",4.15384615384615,2013,7
"2013-8","Disneyland_HongKong",3.59420289855072,2013,8
"2013-9","Disneyland_HongKong",4.46666666666667,2013,9
"2014-1","Disneyland_HongKong",4.07692307692308,2014,1
"2014-10","Disneyland_HongKong",4.2803738317757,2014,10
"2014-11","Disneyland_HongKong",4.24096385542169,2014,11
"2014-12","Disneyland_HongKong",4.24087591240876,2014,12
"2014-2","Disneyland_HongKong",3.9375,2014,2
"2014-3","Disneyland_HongKong",4.2962962962963,2014,3
"2014-4","Disneyland_HongKong",4.18072289156626,2014,4
"2014-5","Disneyland_HongKong",4.36,2014,5
"2014-6","Disneyland_HongKong",4.23456790123457,2014,6
"2014-7","Disneyland_HongKong",4.075,2014,7
"2014-8","Disneyland_HongKong",3.77777777777778,2014,8
"2014-9","Disneyland_HongKong",4.3875,2014,9
"2015-1","Disneyland_HongKong",4.24742268041237,2015,1
"2015-10","Disneyland_HongKong",4.21192052980132,2015,10
"2015-11","Disneyland_HongKong",4.30994152046784,2015,11
"2015-12","Disneyland_HongKong",4.35,2015,12
"2015-2","Disneyland_HongKong",4.15686274509804,2015,2
"2015-3","Disneyland_HongKong",4.18292682926829,2015,3
"2015-4","Disneyland_HongKong",4.36363636363636,2015,4
"2015-5","Disneyland_HongKong",4.21538461538462,2015,5
"2015-6","Disneyland_HongKong",4.28682170542636,2015,6
"2015-7","Disneyland_HongKong",4.16393442622951,2015,7
"2015-8","Disneyland_HongKong",4.31067961165049,2015,8
"2015-9","Disneyland_HongKong",4.16071428571429,2015,9
"2016-1","Disneyland_HongKong",4.31055900621118,2016,1
"2016-10","Disneyland_HongKong",4.35403726708075,2016,10
"2016-11","Disneyland_HongKong",4.38211382113821,2016,11
"2016-12","Disneyland_HongKong",4.27058823529412,2016,12
"2016-2","Disneyland_HongKong",4.17073170731707,2016,2
"2016-3","Disneyland_HongKong",4.4320987654321,2016,3
"2016-4","Disneyland_HongKong",4.34567901234568,2016,4
"2016-5","Disneyland_HongKong",4.29447852760736,2016,5
"2016-6","Disneyland_HongKong",4.13872832369942,2016,6
"2016-7","Disneyland_HongKong",4.06578947368421,2016,7
"2016-8","Disneyland_HongKong",4.07894736842105,2016,8
"2016-9","Disneyland_HongKong",4.21969696969697,2016,9
"2017-1","Disneyland_HongKong",4.41666666666667,2017,1
"2017-10","Disneyland_HongKong",4.24561403508772,2017,10
"2017-11","Disneyland_HongKong",4.23148148148148,2017,11
"2017-12","Disneyland_HongKong",4.3469387755102,2017,12
"2017-2","Disneyland_HongKong",4.24731182795699,2017,2
"2017-3","Disneyland_HongKong",4.3739837398374,2017,3
"2017-4","Disneyland_HongKong",4.34265734265734,2017,4
"2017-5","Disneyland_HongKong",4.34453781512605,2017,5
"2017-6","Disneyland_HongKong",4.390625,2017,6
"2017-7","Disneyland_HongKong",4.23287671232877,2017,7
"2017-8","Disneyland_HongKong",4.09459459459459,2017,8
"2017-9","Disneyland_HongKong",4.50526315789474,2017,9
"2018-1","Disneyland_HongKong",4.45054945054945,2018,1
"2018-10","Disneyland_HongKong",4.38271604938272,2018,10
"2018-11","Disneyland_HongKong",4.01694915254237,2018,11
"2018-12","Disneyland_HongKong",4.33962264150943,2018,12
"2018-2","Disneyland_HongKong",4.21428571428571,2018,2
"2018-3","Disneyland_HongKong",4.08450704225352,2018,3
"2018-4","Disneyland_HongKong",4.35576923076923,2018,4
"2018-5","Disneyland_HongKong",4.26041666666667,2018,5
"2018-6","Disneyland_HongKong",4.4025974025974,2018,6
"2018-7","Disneyland_HongKong",4.27058823529412,2018,7
"2018-8","Disneyland_HongKong",4.015625,2018,8
"2018-9","Disneyland_HongKong",4.25806451612903,2018,9
"2019-1","Disneyland_HongKong",4.18461538461538,2019,1
"2019-2","Disneyland_HongKong",4.11627906976744,2019,2
"2019-3","Disneyland_HongKong",4.15254237288136,2019,3
"2019-4","Disneyland_HongKong",4.23728813559322,2019,4
"2019-5","Disneyland_HongKong",4,2019,5
"2010-10","Disneyland_Paris",4.66666666666667,2010,10
"2010-11","Disneyland_Paris",4,2010,11
"2010-12","Disneyland_Paris",3,2010,12
"2010-3","Disneyland_Paris",5,2010,3
"2010-5","Disneyland_Paris",1,2010,5
"2010-6","Disneyland_Paris",5,2010,6
"2010-7","Disneyland_Paris",4,2010,7
"2010-8","Disneyland_Paris",4.5,2010,8
"2010-9","Disneyland_Paris",3.66666666666667,2010,9
"2011-1","Disneyland_Paris",3.77777777777778,2011,1
"2011-10","Disneyland_Paris",3.89855072463768,2011,10
"2011-11","Disneyland_Paris",4.09090909090909,2011,11
"2011-12","Disneyland_Paris",4.11842105263158,2011,12
"2011-2","Disneyland_Paris",3.36842105263158,2011,2
"2011-3","Disneyland_Paris",3.24137931034483,2011,3
"2011-4","Disneyland_Paris",3.76666666666667,2011,4
"2011-5","Disneyland_Paris",4.08695652173913,2011,5
"2011-6","Disneyland_Paris",3.37142857142857,2011,6
"2011-7","Disneyland_Paris",3.79710144927536,2011,7
"2011-8","Disneyland_Paris",3.95294117647059,2011,8
"2011-9","Disneyland_Paris",3.8,2011,9
"2012-1","Disneyland_Paris",4.16326530612245,2012,1
"2012-10","Disneyland_Paris",4.18181818181818,2012,10
"2012-11","Disneyland_Paris",4,2012,11
"2012-12","Disneyland_Paris",4.20833333333333,2012,12
"2012-2","Disneyland_Paris",3.98666666666667,2012,2
"2012-3","Disneyland_Paris",4.04,2012,3
"2012-4","Disneyland_Paris",4.21276595744681,2012,4
"2012-5","Disneyland_Paris",4.04597701149425,2012,5
"2012-6","Disneyland_Paris",3.93142857142857,2012,6
"2012-7","Disneyland_Paris",3.90070921985816,2012,7
"2012-8","Disneyland_Paris",3.44632768361582,2012,8
"2012-9","Disneyland_Paris",4.19101123595506,2012,9
"2013-1","Disneyland_Paris",4.09433962264151,2013,1
"2013-10","Disneyland_Paris",3.85606060606061,2013,10
"2013-11","Disneyland_Paris",3.89041095890411,2013,11
"2013-12","Disneyland_Paris",3.9349593495935,2013,12
"2013-2","Disneyland_Paris",3.92222222222222,2013,2
"2013-3","Disneyland_Paris",3.87610619469027,2013,3
"2013-4","Disneyland_Paris",4.025,2013,4
"2013-5","Disneyland_Paris",3.97959183673469,2013,5
"2013-6","Disneyland_Paris",3.80508474576271,2013,6
"2013-7","Disneyland_Paris",3.81111111111111,2013,7
"2013-8","Disneyland_Paris",3.55066079295154,2013,8
"2013-9","Disneyland_Paris",4.01739130434783,2013,9
"2014-1","Disneyland_Paris",4.18032786885246,2014,1
"2014-10","Disneyland_Paris",3.95,2014,10
"2014-11","Disneyland_Paris",4.05714285714286,2014,11
"2014-12","Disneyland_Paris",3.97512437810945,2014,12
"2014-2","Disneyland_Paris",4.33684210526316,2014,2
"2014-3","Disneyland_Paris",4.07594936708861,2014,3
"2014-4","Disneyland_Paris",3.96621621621622,2014,4
"2014-5","Disneyland_Paris",3.92592592592593,2014,5
"2014-6","Disneyland_Paris",3.92537313432836,2014,6
"2014-7","Disneyland_Paris",4.13142857142857,2014,7
"2014-8","Disneyland_Paris",3.83193277310924,2014,8
"2014-9","Disneyland_Paris",4.375,2014,9
"2015-1","Disneyland_Paris",4.2112676056338,2015,1
"2015-10","Disneyland_Paris",4.25136612021858,2015,10
"2015-11","Disneyland_Paris",4.38532110091743,2015,11
"2015-12","Disneyland_Paris",4.25,2015,12
"2015-2","Disneyland_Paris",3.96039603960396,2015,2
"2015-3","Disneyland_Paris",3.94074074074074,2015,3
"2015-4","Disneyland_Paris",3.96153846153846,2015,4
"2015-5","Disneyland_Paris",3.93896713615023,2015,5
"2015-6","Disneyland_Paris",3.89201877934272,2015,6
"2015-7","Disneyland_Paris",3.98550724637681,2015,7
"2015-8","Disneyland_Paris",3.89634146341463,2015,8
"2015-9","Disneyland_Paris",4.19047619047619,2015,9
"2016-1","Disneyland_Paris",4.26086956521739,2016,1
"2016-10","Disneyland_Paris",4.18012422360248,2016,10
"2016-11","Disneyland_Paris",4.328125,2016,11
"2016-12","Disneyland_Paris",4.02083333333333,2016,12
"2016-2","Disneyland_Paris",3.93525179856115,2016,2
"2016-3","Disneyland_Paris",4.06535947712418,2016,3
"2016-4","Disneyland_Paris",3.75690607734807,2016,4
"2016-5","Disneyland_Paris",3.72375690607735,2016,5
"2016-6","Disneyland_Paris",3.56020942408377,2016,6
"2016-7","Disneyland_Paris",4.15135135135135,2016,7
"2016-8","Disneyland_Paris",4.07555555555556,2016,8
"2016-9","Disneyland_Paris",4.29452054794521,2016,9
"2017-1","Disneyland_Paris",4.14,2017,1
"2017-10","Disneyland_Paris",4.16107382550336,2017,10
"2017-11","Disneyland_Paris",4.23456790123457,2017,11
"2017-12","Disneyland_Paris",4.14503816793893,2017,12
"2017-2","Disneyland_Paris",4.08387096774194,2017,2
"2017-3","Disneyland_Paris",4.0703125,2017,3
"2017-4","Disneyland_Paris",3.8974358974359,2017,4
"2017-5","Disneyland_Paris",4.28169014084507,2017,5
"2017-6","Disneyland_Paris",3.90076335877863,2017,6
"2017-7","Disneyland_Paris",4.02614379084967,2017,7
"2017-8","Disneyland_Paris",4.08955223880597,2017,8
"2017-9","Disneyland_Paris",4.13422818791946,2017,9
"2018-1","Disneyland_Paris",4.25641025641026,2018,1
"2018-10","Disneyland_Paris",3.83687943262411,2018,10
"2018-11","Disneyland_Paris",4.03296703296703,2018,11
"2018-12","Disneyland_Paris",3.57142857142857,2018,12
"2018-2","Disneyland_Paris",4.03809523809524,2018,2
"2018-3","Disneyland_Paris",4.06730769230769,2018,3
"2018-4","Disneyland_Paris",4.17272727272727,2018,4
"2018-5","Disneyland_Paris",4.12307692307692,2018,5
"2018-6","Disneyland_Paris",3.80536912751678,2018,6
"2018-7","Disneyland_Paris",3.93835616438356,2018,7
"2018-8","Disneyland_Paris",3.81347150259067,2018,8
"2018-9","Disneyland_Paris",4.1875,2018,9
"2019-1","Disneyland_Paris",4.05172413793103,2019,1
"2019-2","Disneyland_Paris",4.01754385964912,2019,2
"2019-3","Disneyland_Paris",3.55223880597015,2019,3
"2019-4","Disneyland_Paris",3.51470588235294,2019,4
